texts,LN1,LN2,LN3,LN4,LN5,LN6,LN7,LN8,LN9,LN10,sentence_index
2007年1月6日、2008年10月30日、2010年10月14日、2012年9月19日，东方公司南京办事处又分别在江苏经济报、江苏法制报等报纸上刊登催收公告，依据最高人民法院《对﹤关于贯彻执行最高人民法院“十二条”司法解释有关问题的函﹥的答复》的规定，讼争债务的诉讼时效又多次中断，并重新计算。,0,0,0,0,0,0,0,1,0,0,5699
2014年12月23白商丘市华商农村商业银行股份有限公司将不良贷款打包拍卖，商丘市华商农村商业银行把对被告的债权转让给孙振西，该债权转让经商丘日报公告。,1,0,0,0,0,0,0,0,0,0,6727
本院认定的其他事实与原告东方资产公司在起诉状中所述事实一致，依法予以认定。,0,0,0,0,0,0,0,0,0,0,7325
原告主张1993年10月1日至2005年5月20日期间的罚息与复息均按合同约定的月利率8.64‰上浮50%计算，但最终的金额以2225775.86元为准。,0,0,0,0,0,0,0,0,1,0,5290
被告张家付未答辩也未向本院提交证据材料。,0,0,0,0,0,0,0,0,0,0,3496
杭钢公司认为依据债权转让协议，对大通公司享有合法债权，乐盛控股公司、李立新、赵小芳、李小萍、王晓峰仍然应对该债权承担保证责任。,1,0,0,0,0,0,0,0,0,0,632
3、判令被告东方公司、谢作来、谢鹏、张亮对第一项给付事项承担连带担保责任；,0,0,0,0,0,0,1,0,0,0,1035
2014年4月14日，工行义乌分行与尊宇公司签订编号2014年义乌字第1515号《流动资金借款合同》，约定借款人尊宇公司向工行义乌分行借款人民币1860万元，借款期限自2014年4月14日至2015年4月9日，利率为6.6%，直至借款到期日。,0,1,1,1,0,1,0,0,0,0,4278
2012年11月23日，被告吉隆宝薄板作为抵押人与乐清兴业银行签订编号为3520126626-1号《最高额抵押合同》，合同约定：抵押人自愿以其自有动产（设备）为被告吉隆宝公司与乐清兴业银行之间的债务提供最高额抵押担保，抵押额度有效期自2012年11月23日至2013年11月22日止，担保的最高主债权数额为3014.14万元。,0,0,0,1,0,0,0,0,0,0,3416
被告翁春燕、王琴斯、钱志勇、钱春荪、翁志斌经本院依法传唤后均无正当理由拒不到庭。,0,0,0,0,0,0,0,0,0,0,5247
诉讼中，原告要求二被告偿还本金260000元，利息自2012年4月13日计算至2013年4月10日按照年利率10.496%计算，罚息按合同约定的逾期利率计算自2013年4月11日至实际还款之日。,0,0,0,0,1,0,0,0,1,0,4250
2015年6月2日，平安银行股份有限公司义乌稠江支行与被告浙江义乌众泰化纤有限公司，被告浙江义乌丽海服饰有限公司，被告陈爱民、骆天珍，被告马飞腾、陈小琴，被告骆正风、王桂花，被告陈清波分别签订了编号为平银义分额保字20150602第004-1号、004-2号、004-3号、004-4号、004-5号、004-6号《最高额保证担保合同》一份，约定由被告浙江义乌众泰化纤有限公司，被告浙江义乌丽海服饰有限公司，被告陈爱民、骆天珍，被告马飞腾、陈小琴，被告骆正风、王桂花，被告陈清波分别对上述《综合授信额度合同》项下债务人所应承担的债务本金中的700万元、900万元、900万元、700万元、700万元、900万元以及相应的利息、复利、罚息及实现债权的费用承担连带保证责任，不论是否有担保人（包括主合同债务人）提供物的担保或保证，原告有权优先要求被告承担保证责任；,0,0,0,0,0,0,1,0,0,1,4545
2011年6月9日，东方资产大连办、原大连市农村信用合作社联合社及德泰公司在辽宁日报上发布债权转让暨催收联合公告，以公告方式通知三被告债权转让的事实及从公告之日起立即向德泰公司履行还款义务。,1,0,0,0,0,0,0,1,0,0,1709
依照《中华人民共和国担保法》第二条、第三十三条、第三十四条、第五十二条、《最高人民法院关于审理涉及金融资产管理公司收购、管理、处置国有银行不良贷款形成的资产的案件适用法律若干问题的规定》第十条的规定，判决如下：,0,0,0,0,0,0,0,0,0,0,7216
本院认为，本案系金融不良债权追偿纠纷。,0,0,0,0,0,0,0,0,0,0,1666
依法认定向债务人中原集团公司履行了法定的通知义务，对其发生效力，中原集团公司依法应向长城公司办事处承担其原对平顶山工行的债务履行义务，即向长城公司办事处履行金融借款还款义务。,0,0,0,0,1,0,0,0,0,0,2891
故信达公司浙江分公司要求天盛公司与杨子龙、林敏、孔峰泉作为就涉案债务中原特能公司的保证责任承担连带清偿责任，本院予以支持。,0,0,0,0,0,0,1,0,0,0,5354
2014年6月3日，被告嘉利珂公司与上海银行签订编号为“DBFL140003SX”《保证金质押合同》，为编号为“FL140003SX”的《外汇流动资金借款合同》项下的债权提供人民币12万元的保证金质押担保。,0,0,1,0,0,0,0,0,0,0,976
2008年6月25日借款28000元，约定月利率为1.1‰，借款期限2年，还款方式为按月结息，到期还本。,0,1,0,0,0,0,0,0,0,0,5568
被告获得借款后未按约定履行合同义务，截止于2012年12月31日，利息21991元，本息共计51991元。,0,0,0,0,0,0,0,0,0,0,1979
上述债权的欠款本金余额合计人民币88，725，000.00元、利息余额合计人民币43，111，797.30元（欠款本息均暂计至2010年6月30日）。,0,1,0,0,0,0,0,0,0,0,801
2004年11月29日，中国信达资产管理公司杭州办事处将该债权转让给中国东方资产管理公司杭州办事处；,1,0,0,0,0,0,0,0,0,0,3126
4、夏槐莲、杨文杰对上述第1项诉讼请求在15000万元范围内承担连带清偿责任；,0,0,0,0,0,0,0,0,0,0,4272
2003年7月15日、2004年7月22日，长城广州办事处在南方日报分别发布《关于债权催收的公告》、《债权催收公告》，对被告刘友文、袁细容进行债权催收。,0,0,0,0,0,0,0,1,0,0,3189
《借款展期协议》载明：除涉及展期协议的条款外，原借款合同及担保合同规定的其他各项条款仍然有效。,0,0,1,0,0,0,0,0,0,0,3947
现根据《中华人民共和国合同法》和相关法律法规规定，通知你单位/本人，请自收到本通知书之日起，向不良资产包买受人五原告履行所欠我行贷款本金及相应利息的全部义务。,0,0,0,0,1,0,0,0,1,0,3093
2004年11月15日、2008年10月30日、2010年10月18日，金龙皇公司先后三次向工业原材料公司发出催款通知，催收上述借款本金6088550元。,0,1,0,0,0,0,0,1,0,0,1938
2015年12月15日，被告张军签署《担保承诺书》，约定其为葫芦岛银行在2015年12月15日至2016年12月15日期间为天辰物流办理的所有融资承担连带保证责任，保证期间为2年，主债权存在物的担保的，不论该物的担保是由借款人提供还是由第三人提供，葫芦岛银行有权要求保证人先承担保证责任或要求保证人与物的担保人同时履行担保责任。,0,0,0,0,0,0,1,0,0,0,2468
本院认为，即使四被告未收到债权人的债权转让通知邮件，其在收到法院起诉状、应诉通知书及开庭传票后，就应当知道案涉债权可能已经发生转移，理应与债权人核实。,1,0,0,0,0,0,0,0,0,0,6977
2016年10月21日，就上述欠款，农行忻州分行与中国东方资产管理股份有限公司山西省分公司签订了编号为XZQYPL481号《委托资产批量转让协议》、《委托资产分户转让协议》，将其对被告的债权（截止2015年12月1日，本金550000元、利息361097.42元）转让至了中国东方资产管理股份有限公司山西省分公司名下，并于2016年11月27日在《山西经济日报》发布了“债权转让暨催收公告”。,1,1,0,0,0,0,0,1,0,0,6307
本案案件受理费189188元，由被告宁波维远国际贸易有限公司、陈维君共同负担，限于本判决发生法律效力后七日内交纳。,0,0,0,0,0,0,0,0,0,0,4362
一、借款合同成立及履行情况：,0,0,0,0,0,0,0,0,0,0,493
同日，被告谢作来、谢鹏、张亮分别与案外人盛京银行签订了《保证合同》，为被告环淮公司的债务提供连带责任保证，被告谢娇妹、张耀元作为被告谢作来、谢鹏的妻子，也向盛京银行提供了《财产共有人同意保证人提供保证承诺书》。,0,0,1,0,0,0,1,0,0,1,1032
关闭恩平市20家城乡信用社清算组于2011年5月5日与广东粤财资产管理有限公司签订《资产转让合同》，将整体资产及债权转让给该公司。,1,0,0,0,0,0,0,0,0,0,4459
本案案件受理费144142元，公告费650元，合计144792元，由被告宁波海琪进出口有限公司、罗永海、邬小萍、罗永仕、商秋英共同负担，于本判决生效之日起十日内交纳本院。,0,0,0,0,0,0,0,0,0,0,1968
2013年12月20日，韩国投资公司与周邦慧共同在《羊城晚报》刊登债权转让暨催收公告，向包括被告在内的债务人告知债权转让和进行催收。,1,0,0,0,0,0,0,1,0,0,133
涉案债权经一系列转让，受让人韩国全球投资有限公司向广东省肇庆市中级人民法院起诉本金部分，广东省肇庆市中级人民法院作出的（2012）肇中法民初字第83号民事判决书已经生效，且原告又向广东省肇庆市中级人民法院申请了执行，广东省肇庆市中级人民法院作出了（2014）肇中法执字第39号执行裁定书终结了该次执行，2013年9月12日，韩国全球投资有限公司向把案涉债权及其附属权益转让给周邦慧，2013年12月5日，周邦慧把案涉债权及其附属权益转让广州信必达投资咨询有限公司，2014年1月7日，广州信必达投资咨询有限公司把案涉债权及其附属权益转让南洋投资公司，2014年10月20日，南洋投资公司在广东省肇庆市震东公证处办理了债权转让及催收公证，每次转让主体均符合法律规定，合同内容是当事人的真实意思表示，不存在其他违反法律法规规定的情形，因此南洋投资公司合法受让本案债权；,1,0,0,0,0,0,0,1,0,0,4213
合同签订后，工行钦州分行依约将借款贷给了被告。,0,0,1,1,0,0,0,0,0,0,327
被告陈本成辩称：不同意原告诉讼请求。,0,0,0,0,0,0,0,0,0,0,663
2012年12月12日，HUIZHOUONELIMITED与原告签署《债权转让证明》，双方确认：HUIZHOUONELIMITED对被告刘友文的借款债权和对被告袁细容的担保债权转让给原告。,1,0,0,0,0,0,0,0,0,0,3196
国有企业债务人另行提起债权转让合同无效诉讼的，人民法院应中止审理受让人向国有企业债务人主张债权的诉讼，在不良债权转让合同无效诉讼被受理后，两案合并审理。”,0,0,0,0,0,0,0,0,0,0,4668
因办理抵押登记手续是抵押合同双方当事人的义务，在实际未办理的情况下，被告姚佩娟与荣兴营业部均有一定的过错，均应依照《中华人民共和国民法通则》第一百零六条第二款的规定承担相应的责任，故被告姚佩娟应在其提供抵押房产的价值范围内向原告承担被告顺源公司对上述借款本息中不能清偿部分二分之一的赔偿责任。,0,0,0,0,0,0,0,0,0,0,4579
截止到2005年5月20日，贷款表外利息107535.47元。,0,0,0,0,0,0,0,0,1,0,7139
本案诉讼费31645元，公告费580元，共计32225元。,0,0,0,0,0,0,0,0,0,0,7402
2013年11月1日，某农场将上述债权转让事宜书面通知了被告。,1,0,0,0,0,0,0,0,0,0,4193
二、借款利率为年利率5.4375%，在合同有效期内利率不变。,0,0,0,0,0,0,0,0,0,0,2968
原告多次向被告催要，被告于2016年4月5日偿还20000元，剩余78626.34元至今以种种理由推脱不予偿还。,0,0,0,0,1,0,0,1,0,0,683
东方公司再次将该债权转让至GL公司后，于2007年1月16日云南日报上发布了《债权转让公告》。,1,0,0,0,0,0,0,0,0,0,4595
